,电影,评分,链接,类型,地区,上映地点,时长(min),上映时间
2557,特别市民,6.7,http://maoyan.com/films/345604,剧情,韩国,韩国上映,130.0,2017.0
2558,陈可辛的新梦想,0.0,http://maoyan.com/films/1200046,纪录片,中国大陆,大陆上映,60.0,2013.0
2559,诸神之战,7.8,http://maoyan.com/films/291,"动作,冒险,奇幻",美国,大陆上映,106.0,2010.0
2560,全面回忆,8.6,http://maoyan.com/films/758,"惊悚,冒险,科幻",美国,大陆上映,118.0,2012.0
2561,初恋的滋味,0.0,http://maoyan.com/films/1212536,"剧情,爱情",中国大陆,大陆上映,97.0,2018.0
2563,青蛇,8.6,http://maoyan.com/films/9714,"剧情,奇幻,古装",中国香港,中国香港上映,99.0,1993.0
2564,守法公民,7.8,http://maoyan.com/films/38183,"犯罪,剧情,惊悚",美国,美国上映,108.0,2009.0
2566,老师与流浪猫,6.6,http://maoyan.com/films/337131,喜剧,日本,日本上映,107.0,2015.0
2567,时间之旅,6.6,http://maoyan.com/films/338390,"剧情,纪录片","法国,德国,美国",威尼斯国际电影节上映,90.0,2016.0
2568,国家宝藏,8.1,http://maoyan.com/films/13467,"动作,冒险,悬疑",美国,大陆上映,131.0,2005.0
2569,少林寺,7.9,http://maoyan.com/films/118623,"武侠,动作,剧情","中国大陆,中国香港",大陆上映,95.0,1982.0
2570,白雪公主和三只小猪,6.7,http://maoyan.com/films/344679,"动作,动画,冒险","中国大陆,美国",大陆上映,80.0,2016.0
2571,大决战！超奥特曼八兄弟,7.3,http://maoyan.com/films/44128,"剧情,科幻,家庭,奇幻,冒险",日本,日本上映,98.0,2008.0
2572,妖医,6.4,http://maoyan.com/films/337054,"恐怖,惊悚,悬疑","中国大陆,泰国",大陆上映,83.0,2016.0
2574,谜证,0.0,http://maoyan.com/films/1208616,"剧情,悬疑",中国,大陆上映,88.0,2017.0
2575,爱要来了,0.0,http://maoyan.com/films/335824,"喜剧,爱情",泰国,泰国上映,115.0,2014.0
2576,南汉山城,0.0,http://maoyan.com/films/1139635,剧情,韩国,大陆上映,140.0,2017.0
2577,夜半哭声,4.9,http://maoyan.com/films/343275,"惊悚,恐怖",中国大陆,大陆上映,86.0,2016.0
2578,宿醉,8.1,http://maoyan.com/films/44664,喜剧,"美国,德国",美国上映,100.0,2009.0
2579,开罗宣言,7.8,http://maoyan.com/films/247950,"战争,剧情,历史",中国大陆,大陆上映,110.0,2016.0
2583,熊出没之年货,0.0,http://maoyan.com/films/446514,动画,中国大陆,大陆上映,55.0,2014.0
2585,窃听风暴,9.0,http://maoyan.com/films/23127,"剧情,惊悚",德国,德国上映,137.0,2006.0
2586,恐龙,7.4,http://maoyan.com/films/6342,"动画,冒险",美国,大陆上映,82.0,2000.0
2587,阴阳路2：我在你左右,6.5,http://maoyan.com/films/5941,"喜剧,恐怖,惊悚",中国香港,中国香港上映,96.0,1997.0
2590,绝世高手,7.6,http://maoyan.com/films/333780,"喜剧,动作,短片,武侠,古装",中国大陆,大陆上映,26.0,2013.0
2591,壁花少年,8.0,http://maoyan.com/films/60757,剧情,美国,大陆上映,102.0,2012.0
2592,霜花店,8.2,http://maoyan.com/films/37497,"历史,爱情",韩国,韩国上映,133.0,2008.0
2595,伸冤人2,0.0,http://maoyan.com/films/341035,"动作,惊悚,犯罪",美国,美国上映,90.0,2018.0
2596,一个成人电影工作者的自白,0.0,http://maoyan.com/films/1139613,"喜剧,短片,情色",中国大陆,大陆上映,17.0,2016.0
2597,王者之剑,7.1,http://maoyan.com/films/101,"动作,奇幻,冒险",美国,大陆上映,113.0,2012.0
2599,神奇四侠,8.0,http://maoyan.com/films/13687,"动作,冒险,科幻","美国,德国",大陆上映,106.0,2005.0
2600,活死人黎明,7.4,http://maoyan.com/films/13673,"剧情,恐怖,惊悚","美国,加拿大,日本,法国",美国上映,101.0,2004.0
2601,小姐,7.9,http://maoyan.com/films/247108,"剧情,悬疑,爱情",韩国,戛纳电影节上映,144.0,2016.0
2602,一条叫王子的狗,7.0,http://maoyan.com/films/1156899,"剧情,家庭,喜剧",中国大陆,大陆上映,88.0,2016.0
2603,战争机器,6.2,http://maoyan.com/films/340960,"剧情,喜剧,战争",美国,美国上映,121.0,2017.0
2604,遗落战境,8.1,http://maoyan.com/films/78114,"动作,悬疑,冒险",美国,大陆上映,124.0,2013.0
2605,不离不弃,7.3,http://maoyan.com/films/345494,"剧情,喜剧,爱情",中国大陆,大陆上映,96.0,2016.0
2606,婚前试爱,6.4,http://maoyan.com/films/42,"剧情,爱情",中国香港,大陆上映,85.0,2011.0
2607,床下有人3,5.3,http://maoyan.com/films/345049,"恐怖,惊悚,悬疑",中国大陆,大陆上映,90.0,2016.0
2608,恋妻家宫本,0.0,http://maoyan.com/films/345940,"剧情,喜剧,家庭",日本,蒙特利尔电影节上映,100.0,2016.0
2609,狗镇,8.5,http://maoyan.com/films/6385,"剧情,悬疑,惊悚","丹麦,瑞典,挪威,芬兰,英国,法国,德国,荷兰,意大利",丹麦上映,178.0,2003.0
2617,济公,8.8,http://maoyan.com/films/248474,"喜剧,奇幻",中国香港,中国香港上映,89.0,1993.0
2618,狙击手7:国土安全 Sniper 7: Homeland Security,0.0,http://maoyan.com/films/1200458,"剧情,动作,惊悚",美国,美国上映,90.0,2017.0
2620,汉尼拔,7.9,http://maoyan.com/films/8555,"犯罪,惊悚","英国,美国",美国上映,131.0,2001.0
2622,请叫我救世主,0.0,http://maoyan.com/films/1207050,"爱情,科幻,灾难",中国大陆,大陆上映,90.0,2017.0
2624,大爱无言,0.0,http://maoyan.com/films/328572,剧情,中国大陆,大陆上映,95.0,2017.0
2625,不见不散,8.0,http://maoyan.com/films/208033,"喜剧,爱情",中国大陆,大陆上映,103.0,1998.0
2626,笔仙惊魂,5.7,http://maoyan.com/films/503,"悬疑,惊悚,恐怖",中国大陆,大陆上映,90.0,2012.0
2627,醉乡民谣,7.0,http://maoyan.com/films/248011,"剧情,音乐","美国,英国,法国",美国上映,105.0,2013.0
2628,独行侠,8.1,http://maoyan.com/films/78160,"动作,冒险,西部",美国,大陆上映,149.0,2013.0
2629,骆驼祥子,7.8,http://maoyan.com/films/990,剧情,中国大陆,大陆上映,123.0,1982.0
2630,杀死比尔,8.1,http://maoyan.com/films/1226,"动作,犯罪,惊悚",美国,美国上映,111.0,2003.0
2631,博物馆奇妙夜,8.5,http://maoyan.com/films/21442,"动作,冒险,喜剧",美国,大陆上映,108.0,2007.0
2632,剑雨,8.1,http://maoyan.com/films/52775,"动作,古装,武侠","中国大陆,中国香港,中国台湾",大陆上映,117.0,2010.0
2633,天鹅湖,9.4,http://maoyan.com/films/67753,舞台艺术,法国,大陆上映,128.0,2007.0
2636,Carnival of Resistance,0.0,http://maoyan.com/films/750822,记录片,加拿大,英国上映,58.0,2004.0
2637,追风筝的人,7.9,http://maoyan.com/films/24224,"剧情,爱情",美国,美国上映,128.0,2007.0
2638,光影之战,0.0,http://maoyan.com/films/1210870,剧情,中国大陆,大陆上映,96.0,2017.0
2639,明日的我与昨日的你约会,0.0,http://maoyan.com/films/345289,"剧情,爱情,奇幻",日本,日本上映,111.0,2016.0
2640,监狱风云,7.9,http://maoyan.com/films/2273,"剧情,动作,犯罪",中国香港,中国香港上映,98.0,1987.0
2643,冲锋号,6.1,http://maoyan.com/films/78117,"动画,战争",中国大陆,大陆上映,82.0,2013.0
2644,坚不可摧,8.6,http://maoyan.com/films/245987,"战争,运动,传记",美国,大陆上映,137.0,2015.0
2645,木兰花,8.0,http://maoyan.com/films/2403,剧情,美国,美国上映,188.0,1999.0
2646,贫民窟的百万富翁,8.6,http://maoyan.com/films/31798,"剧情,爱情","英国,印度",大陆上映,120.0,2009.0
2647,麦兜我和我妈妈,8.3,http://maoyan.com/films/245881,"喜剧,动画,家庭","中国香港,中国大陆",大陆上映,80.0,2014.0
2651,西风烈,6.0,http://maoyan.com/films/234,"剧情,动作,犯罪",中国大陆,大陆上映,125.0,2010.0
2654,蚯蚓,0.0,http://maoyan.com/films/1206135,"剧情,犯罪",韩国,韩国上映,102.0,2017.0
2655,荒村凶间,5.3,http://maoyan.com/films/1158554,"惊悚,恐怖,悬疑",中国大陆,大陆上映,86.0,2016.0
2656,幽灵公主,8.9,http://maoyan.com/films/5357,"动画,冒险,奇幻",日本,日本上映,134.0,1997.0
2657,新铁血战士,5.9,http://maoyan.com/films/51094,"动作,冒险,科幻",美国,美国上映,107.0,2010.0
2658,铠甲勇士之帝皇侠,7.2,http://maoyan.com/films/237,科幻,中国大陆,大陆上映,90.0,2010.0
2659,太极旗飘扬,8.1,http://maoyan.com/films/10765,"动作,剧情,战争",韩国,韩国上映,140.0,2004.0
2660,选老顶,0.0,http://maoyan.com/films/248118,"剧情,犯罪",中国香港,香港国际电影节上映,94.0,2016.0
2661,德州电锯杀人狂3D,0.0,http://maoyan.com/films/615145,"惊悚,恐怖",美国,美国上映,92.0,2013.0
2663,97古惑仔战无不胜,7.3,http://maoyan.com/films/2124,"剧情,动作",中国香港,中国香港上映,106.0,1997.0
2664,终极硬汉,5.7,http://maoyan.com/films/368036,"犯罪,动作,冒险","中国大陆,美国",大陆上映,95.0,2016.0
2666,喜爱夜蒲,5.2,http://maoyan.com/films/69456,"剧情,情色",中国香港,中国香港上映,100.0,2011.0
2667,大侦探福尔摩斯2：诡影游戏,8.5,http://maoyan.com/films/52,"动作,悬疑,犯罪",美国,大陆上映,129.0,2012.0
2668,名侦探柯南：通向天国的倒计时,8.9,http://maoyan.com/films/35829,"动画,悬疑,惊悚",日本,日本上映,100.0,2001.0
2671,生存家族,0.0,http://maoyan.com/films/1132494,"喜剧,家庭",日本,大陆上映,117.0,2018.0
2673,亨利之书,5.7,http://maoyan.com/films/342017,"剧情,惊悚",美国,美国上映,105.0,2017.0
2674,小蚂蚁之环球大冒险,7.6,http://maoyan.com/films/345214,"喜剧,动画,科幻",中国大陆,大陆上映,90.0,2016.0
2675,K歌情人,7.3,http://maoyan.com/films/24209,"喜剧,音乐,爱情",美国,美国上映,96.0,2007.0
2677,纳尼亚传奇3：黎明踏浪号,8.0,http://maoyan.com/films/29933,"冒险,奇幻,家庭",美国,大陆上映,113.0,2011.0
2678,哈利·波特系列的50个精彩瞬间,8.7,http://maoyan.com/films/70840,纪录片,英国,英国上映,93.0,2011.0
2679,类人猿行动,7.7,http://maoyan.com/films/247838,"剧情,历史,战争","捷克,英国,美国,法国",卡罗维发利电影节上映,120.0,2016.0
2680,捉鬼合家欢,6.7,http://maoyan.com/films/17959,"喜剧,恐怖,家庭,奇幻",中国香港,中国香港上映,96.0,1990.0
2683,女朋友·男朋友,7.6,http://maoyan.com/films/71454,"剧情,爱情",中国台湾,台湾上映,106.0,2012.0
2684,惊情四百年,7.8,http://maoyan.com/films/1993,"恐怖,爱情,惊悚",美国,美国上映,128.0,1992.0
2685,神奇宝贝剧场版：破坏之茧与蒂安希,7.0,http://maoyan.com/films/341606,动画,日本,大陆上映,76.0,2014.0
2686,妈妈的朋友2,0.0,http://maoyan.com/films/1182718,"剧情,爱情",韩国,韩国上映,92.0,2016.0
2687,二次曝光,6.6,http://maoyan.com/films/741,"爱情,悬疑",中国大陆,大陆上映,103.0,2012.0
2688,触不可及,7.1,http://maoyan.com/films/245935,"剧情,爱情,悬疑",中国大陆,大陆上映,100.0,2014.0
2689,山炮进城2,0.0,http://maoyan.com/films/426179,喜剧,中国大陆,大陆上映,120.0,2016.0
2690,诡新娘,4.7,http://maoyan.com/films/341190,"惊悚,恐怖,悬疑",中国大陆,大陆上映,94.0,2016.0
2691,惊声尖笑5,7.0,http://maoyan.com/films/247533,喜剧,美国,美国上映,86.0,2013.0
2693,藏羚王,8.9,http://maoyan.com/films/247262,"动画,冒险,喜剧",中国大陆,大陆上映,83.0,2015.0
2695,暴力街区,7.9,http://maoyan.com/films/1353,"动作,犯罪,科幻",法国,法国上映,84.0,2004.0
2696,白雪公主之魔镜魔镜,7.6,http://maoyan.com/films/508,"奇幻,喜剧,冒险",美国,大陆上映,106.0,2012.0
2697,刺客侯孝贤,0.0,http://maoyan.com/films/344909,纪录片,中国大陆,大陆上映,60.0,2015.0
2698,我们仍未知道那天所看见的花的名字,0.0,http://maoyan.com/films/559350,剧情,日本,日本上映,113.0,2015.0
2703,跳出去,5.1,http://maoyan.com/films/29654,"剧情,喜剧","中国香港,中国大陆",大陆上映,87.0,2009.0
2704,北极大冒险,8.6,http://maoyan.com/films/627570,"剧情,冒险,家庭","加拿大,意大利",大陆上映,92.0,2016.0
2706,隐藏人物,8.6,http://maoyan.com/films/342934,"剧情,传记,历史",美国,美国上映,127.0,2016.0
2707,神农溪之恋漂洋过海来爱你,8.2,http://maoyan.com/films/1206163,"剧情,爱情",中国大陆,大陆上映,97.0,2017.0
2708,迷情N小时,0.0,http://maoyan.com/films/1137436,"喜剧,爱情",中国大陆,大陆上映,99.0,2017.0
2709,饮食男女,8.8,http://maoyan.com/films/1233,"剧情,爱情,家庭","中国台湾,美国",美国上映,124.0,1994.0
2710,有趣的电影,7.6,http://maoyan.com/films/13261,喜剧,韩国,大陆上映,122.0,2002.0
2711,喜宴,8.6,http://maoyan.com/films/9441,"喜剧,爱情,家庭","中国台湾,美国",美国上映,106.0,1993.0
2712,狂热郁金香,6.3,http://maoyan.com/films/336805,"剧情,爱情","美国,英国",丹麦上映,107.0,2017.0
2713,她比烟花寂寞,8.4,http://maoyan.com/films/2530,"传记,剧情,音乐",英国,英国上映,121.0,1999.0
2714,武状元苏乞儿,9.0,http://maoyan.com/films/124134,"动作,喜剧",中国香港,中国香港上映,101.0,1992.0
2715,守护者联盟,8.5,http://maoyan.com/films/996,"动画,冒险",美国,大陆上映,97.0,2012.0
2716,最后的武士,7.5,http://maoyan.com/films/6811,"动作,历史,战争",美国,美国上映,154.0,2003.0
2717,Star Wars: Launch Bay - Meet the Makers,0.0,http://maoyan.com/films/868836,"记录片,短片",美国,美国上映,9.0,2015.0
2718,许愿,0.0,http://maoyan.com/films/1197538,"奇幻,恐怖,惊悚",美国,美国上映,90.0,2017.0
2719,功夫小兔侠,8.2,http://maoyan.com/films/672362,"喜剧,动画",中国大陆,大陆上映,82.0,2017.0
2720,怪兽卡车,5.7,http://maoyan.com/films/246449,"喜剧,动作,奇幻",美国,法国上映,104.0,2016.0
2721,美少女特攻队,5.9,http://maoyan.com/films/45336,"动作,奇幻,惊悚","美国,加拿大",大陆上映,110.0,2011.0
2724,翻滚吧姐妹,0.0,http://maoyan.com/films/1196183,喜剧,中国大陆,大陆上映,87.0,2018.0
2725,Diethnes Festival Kinimatografou Thessalonikis - 11 1 kinimatografistes,0.0,http://maoyan.com/films/1046879,记录片,希腊,希腊上映,50.0,2007.0
2727,穿越时空的少女,8.6,http://maoyan.com/films/24247,"爱情,科幻,动画",日本,日本上映,98.0,2006.0
2728,塔洛,8.5,http://maoyan.com/films/337708,剧情,中国大陆,大陆上映,120.0,2017.0
2729,功夫四侠,7.7,http://maoyan.com/films/1132299,"喜剧,动画,奇幻",中国大陆,大陆上映,90.0,2016.0
2730,名侦探柯南OVA11：来自伦敦的秘密指令,0.0,http://maoyan.com/films/572573,"爱情,冒险",日本,日本上映,25.0,2011.0
2731,爱出色,7.0,http://maoyan.com/films/246460,"喜剧,爱情",中国大陆,大陆上映,90.0,2010.0
2734,千机变,5.5,http://maoyan.com/films/12631,"动作,恐怖,冒险",中国香港,中国香港上映,107.0,2003.0
2735,爱神箭,9.0,http://maoyan.com/films/1182216,"喜剧,爱情",中国大陆,大陆上映,105.0,2016.0
2736,巾帼志杨门女将,0.0,http://maoyan.com/films/1204406,"动作,战争,古装",中国大陆,大陆上映,120.0,2018.0
2737,不速之客,7.1,http://maoyan.com/films/248115,"悬疑,犯罪","中国大陆,韩国",大陆上映,94.0,2016.0
2738,风云雄霸天下,6.6,http://maoyan.com/films/3920,"动作,冒险,奇幻","中国香港,中国大陆",中国香港上映,128.0,1998.0
2739,一个陌生女人的来信,7.4,http://maoyan.com/films/234767,剧情,中国大陆,大陆上映,89.0,2005.0
2740,水果宝贝之水果总动员,7.3,http://maoyan.com/films/345775,"动画,喜剧,冒险",中国大陆,大陆上映,81.0,2016.0
2741,猫脸老太太,7.1,http://maoyan.com/films/345881,"悬疑,惊悚,恐怖",中国大陆,大陆上映,90.0,2016.0
2742,爱情呼叫转移Ⅱ：爱情左右,5.1,http://maoyan.com/films/13,"喜剧,爱情",中国大陆,大陆上映,110.0,2008.0
2743,机械师,8.1,http://maoyan.com/films/77,"动作,惊悚,犯罪",美国,大陆上映,93.0,2012.0
2744,还魂之迷失曼谷,5.6,http://maoyan.com/films/246193,"惊悚,悬疑","中国大陆,泰国",大陆上映,86.0,2014.0
2745,轩辕大帝,7.9,http://maoyan.com/films/345296,"剧情,古装,历史",中国大陆,大陆上映,90.0,2016.0
2746,三轮浮生,0.0,http://maoyan.com/films/1206945,剧情,菲律宾,菲律宾上映,128.0,2016.0
2747,酒会,0.0,http://maoyan.com/films/343665,"剧情,喜剧",英国,柏林国际电影节上映,71.0,2017.0
2749,亡命天涯,0.0,http://maoyan.com/films/5255,"动作,犯罪,悬疑",美国,大陆上映,130.0,1994.0
2750,宿醉2,6.5,http://maoyan.com/films/50645,喜剧,美国,美国上映,102.0,2011.0
2752,紫霞,3.9,http://maoyan.com/films/341954,"奇幻,爱情","中国大陆,中国香港",大陆上映,86.0,2015.0
2753,贞子大战伽椰子,5.1,http://maoyan.com/films/344899,恐怖,日本,日本上映,98.0,2016.0
2755,伸冤人,8.5,http://maoyan.com/films/79239,"动作,惊悚,犯罪",美国,美国上映,131.0,2014.0
2756,一个都不能少,7.3,http://maoyan.com/films/210143,剧情,中国大陆,大陆上映,106.0,1999.0
2757,举起手来2：追击阿多丸号,7.3,http://maoyan.com/films/184,喜剧,中国大陆,大陆上映,98.0,2010.0
2758,哪一天我们会飞,7.7,http://maoyan.com/films/248194,"剧情,喜剧",中国香港,大陆上映,109.0,2016.0
2759,猩红山峰,7.4,http://maoyan.com/films/78591,"剧情,奇幻,恐怖",美国,美国上映,119.0,2015.0
2762,梦幻佳期,5.6,http://maoyan.com/films/341148,爱情,中国大陆,大陆上映,101.0,2017.0
2764,将爱情进行到底,7.2,http://maoyan.com/films/217,"剧情,爱情",中国大陆,大陆上映,103.0,2011.0
2765,她和她的猫,8.1,http://maoyan.com/films/18206,"剧情,动画,短片",日本,大陆上映,5.0,1999.0
2766,迷雾,7.2,http://maoyan.com/films/24598,"恐怖,科幻,惊悚",美国,美国上映,126.0,2007.0
2767,生吃,7.0,http://maoyan.com/films/346669,"剧情,恐怖","法国,意大利,比利时",戛纳电影节上映,99.0,2016.0
2769,起风了,8.4,http://maoyan.com/films/246912,"剧情,动画,传记",日本,日本上映,126.0,2013.0
2770,勇敢传说,8.4,http://maoyan.com/films/512,"喜剧,动画,冒险",美国,大陆上映,93.0,2012.0
2772,整蛊专家,9.0,http://maoyan.com/films/7025,"喜剧,爱情",中国香港,中国香港上映,110.0,1991.0
2773,龙虾,7.7,http://maoyan.com/films/248613,"喜剧,爱情,科幻","希腊,英国,爱尔兰,荷兰,法国",土耳其上映,118.0,2015.0
2774,创：战纪,7.8,http://maoyan.com/films/407,"动作,冒险,科幻",美国,大陆上映,125.0,2011.0
2775,蓝熊船长的13条半命,0.0,http://maoyan.com/films/23840,"喜剧,动画,家庭",德国,大陆上映,85.0,1999.0
2776,蝙蝠侠：红影迷踪,7.7,http://maoyan.com/films/60256,"动画,动作,犯罪",美国,美国上映,75.0,2010.0
2778,笑嗷喜剧人,0.0,http://maoyan.com/films/1211533,喜剧,中国,大陆上映,85.0,2017.0
2779,筷仙,5.2,http://maoyan.com/films/343597,"恐怖,惊悚,悬疑",中国大陆,大陆上映,87.0,2016.0
2780,公主日记,8.1,http://maoyan.com/films/10828,"喜剧,爱情,家庭",美国,大陆上映,115.0,2002.0
2781,前目的地,7.6,http://maoyan.com/films/246179,"惊悚,悬疑,科幻",澳大利亚,大陆上映,97.0,2015.0
2782,暴走神探,5.1,http://maoyan.com/films/78489,"爱情,动作,悬疑","中国大陆,中国香港",大陆上映,123.0,2015.0
2783,天堂的孩子,8.4,http://maoyan.com/films/7511,"剧情,爱情",法国,法国上映,163.0,1945.0
2784,大喜临门,8.0,http://maoyan.com/films/246391,喜剧,"中国台湾,中国大陆",大陆上映,104.0,2015.0
2785,上瘾,0.0,http://maoyan.com/films/1132339,爱情,中国大陆,大陆上映,24.0,2016.0
2786,可爱的骨头,7.8,http://maoyan.com/films/229911,"奇幻,惊悚,犯罪","美国,英国,新西兰",新西兰上映,135.0,2009.0
2787,猜火车2,7.5,http://maoyan.com/films/341228,"剧情,犯罪",英国,英国上映,117.0,2017.0
2788,穿靴子的猫,8.4,http://maoyan.com/films/149,"动画,喜剧,奇幻",美国,美国上映,90.0,2011.0
2789,闪电狗,8.0,http://maoyan.com/films/610,"喜剧,动画,家庭",美国,大陆上映,96.0,2008.0
2791,诡眼,0.0,http://maoyan.com/films/344440,"恐怖,惊悚,悬疑",中国大陆,大陆上映,90.0,2017.0
2793,锦衣卫,7.6,http://maoyan.com/films/324,"动作,惊悚,武侠",中国大陆,大陆上映,112.0,2010.0
2795,沙堡,0.0,http://maoyan.com/films/343219,"剧情,战争",美国,美国上映,94.0,2017.0
2796,全民超人汉考克,7.6,http://maoyan.com/films/24805,"动作,犯罪,奇幻",美国,大陆上映,92.0,2008.0
2797,小孩与鹰,8.5,http://maoyan.com/films/283003,剧情,英国,英国上映,110.0,1970.0
2799,阿修罗,7.7,http://maoyan.com/films/75259,"动画,恐怖,历史",日本,大陆上映,75.0,2012.0
2801,永无止境,8.2,http://maoyan.com/films/735,"科幻,悬疑,惊悚",美国,大陆上映,105.0,2011.0
2802,五月天追梦,7.2,http://maoyan.com/films/78884,"爱情,音乐,纪录片","中国大陆,中国台湾",大陆上映,95.0,2011.0
2803,狂暴飞车,5.5,http://maoyan.com/films/54491,"动作,犯罪,奇幻",美国,大陆上映,100.0,2011.0
2804,爱上试睡师,8.3,http://maoyan.com/films/1196825,"喜剧,爱情",中国大陆,大陆上映,94.0,2016.0
2805,牡丹花下,6.6,http://maoyan.com/films/346358,剧情,美国,戛纳电影节上映,93.0,2017.0
2808,枪火,8.6,http://maoyan.com/films/7768,"犯罪,悬疑,惊悚",中国香港,香港上映,84.0,1999.0
2809,一触即发,7.8,http://maoyan.com/films/78583,"剧情,动作,惊悚",美国,大陆上映,106.0,2014.0
2810,旋风女队,0.0,http://maoyan.com/films/1207141,"喜剧,运动",中国大陆,大陆上映,94.0,2017.0
2811,绝命时钟2:22,0.0,http://maoyan.com/films/558308,惊悚,"美国,澳大利亚",美国上映,98.0,2017.0
2813,终极金刚狼大战绿巨人,0.0,http://maoyan.com/films/334410,动作,美国,美国上映,67.0,2013.0
2814,火星异种,0.0,http://maoyan.com/films/336825,"动作,科幻,恐怖",日本,日本上映,110.0,2016.0
2815,猛虎之家,0.0,http://maoyan.com/films/344215,"剧情,动作,犯罪","英国,南非",英国上映,80.0,2015.0
2816,浙江卫视“爱在一起”2017演唱会,0.0,http://maoyan.com/films/1199231,"音乐,歌舞,真人秀",中国大陆,大陆上映,270.0,2016.0
2817,隧道,8.3,http://maoyan.com/films/343561,"剧情,灾难",韩国,韩国上映,126.0,2016.0
2818,佐州自救兄弟,7.0,http://maoyan.com/films/247425,"喜剧,动作",美国,美国上映,100.0,2014.0
2819,城市广场,7.8,http://maoyan.com/films/38080,"剧情,历史,爱情",西班牙,西班牙上映,127.0,2009.0
2820,潘神的迷宫,8.2,http://maoyan.com/films/19609,"悬疑,战争,奇幻","西班牙,墨西哥,美国",西班牙上映,119.0,2006.0
2821,诺亚方舟：创世之旅,7.2,http://maoyan.com/films/78367,剧情,美国,美国上映,138.0,2014.0
2822,谍影重重3,9.0,http://maoyan.com/films/447,"动作,冒险,悬疑",美国,大陆上映,115.0,2007.0
2823,囚徒,7.9,http://maoyan.com/films/78785,"剧情,悬疑,犯罪",美国,美国上映,153.0,2013.0
2825,四十七浪人,7.3,http://maoyan.com/films/78280,"剧情,动作",美国,美国上映,90.0,2013.0
2827,半生缘,7.8,http://maoyan.com/films/6984,"剧情,爱情","中国大陆,中国香港",中国香港上映,126.0,1997.0
2829,花田喜事2010,5.3,http://maoyan.com/films/79217,喜剧,"中国大陆,中国香港",大陆上映,93.0,2010.0
2830,Ingrid Goes West,7.3,http://maoyan.com/films/1136563,"剧情,喜剧",美国,圣丹斯电影节上映,97.0,2017.0
2831,007：大破量子危机,7.8,http://maoyan.com/films/24681,"动作,冒险,惊悚","英国,美国",大陆上映,106.0,2008.0
2832,乐高蝙蝠侠大电影：DC英雄集结,7.0,http://maoyan.com/films/246952,"动画,冒险","美国,英国",美国上映,71.0,2013.0
2833,一条大鱼叫海棠,0.0,http://maoyan.com/films/1142003,"剧情,喜剧,动画,短片",中国大陆,大陆上映,10.0,2016.0
2835,1408幻影凶间,6.8,http://maoyan.com/films/237641,"剧情,恐怖,惊悚",美国,美国上映,104.0,2007.0
2836,英雄本色,0.0,http://maoyan.com/films/252048,"剧情,动作,犯罪",中国香港,中国香港上映,118.0,1967.0
2837,后备空姐2：重返月球,0.0,http://maoyan.com/films/1175365,"剧情,科幻","美国,中国大陆,日本",大陆上映,146.0,2017.0
2839,年轻的嫂子2 어린 형수 2,0.0,http://maoyan.com/films/1202991,"剧情,爱情,情色",韩国,韩国上映,82.0,2017.0
2844,莫里斯,7.7,http://maoyan.com/films/2305,"剧情,爱情",英国,美国上映,140.0,1987.0
2845,心思刀理——电影《刀背藏身》武术纪实,0.0,http://maoyan.com/films/1210925,纪录片,中国大陆,大陆上映,96.0,2017.0
2846,Antarktis voraus! - Ein Segeltörn ins ewige Eis,0.0,http://maoyan.com/films/752090,记录片,德国,德国上映,43.0,2007.0
2847,南口1937,0.0,http://maoyan.com/films/368071,"剧情,历史,战争",中国大陆,大陆上映,98.0,2016.0
2848,地狱大厨之脏话连篇,7.5,http://maoyan.com/films/29770,真人秀,英国,大陆上映,48.0,2005.0
2850,死亡笔记,4.7,http://maoyan.com/films/343052,"剧情,悬疑,惊悚,犯罪,奇幻",美国,美国网络上映,101.0,2017.0
2853,活埋,8.2,http://maoyan.com/films/52888,"剧情,惊悚,悬疑","西班牙,美国,法国",西班牙上映,95.0,2010.0
2854,佐州自救兄弟2,5.9,http://maoyan.com/films/338382,"动作,喜剧",美国,美国上映,102.0,2016.0
2855,赌圣,7.1,http://maoyan.com/films/6304,"喜剧,动作",中国香港,中国香港上映,101.0,1990.0
2856,黑衣人2,8.2,http://maoyan.com/films/3776,"动作,喜剧,科幻",美国,美国上映,88.0,2002.0
2857,分手说爱你,7.0,http://maoyan.com/films/246910,"剧情,喜剧,爱情",中国香港,中国香港上映,104.0,2010.0
2858,赛尔号大电影2：雷伊与迈尔斯,7.0,http://maoyan.com/films/639,动画,中国大陆,大陆上映,90.0,2012.0
2859,有话好好说,7.7,http://maoyan.com/films/4654,喜剧,"中国大陆,中国香港",大陆上映,90.0,1997.0
2860,木乃伊3,5.1,http://maoyan.com/films/26254,"动作,冒险,奇幻","美国,德国",大陆上映,112.0,2008.0
2861,一周的朋友,8.9,http://maoyan.com/films/345994,"剧情,爱情",日本,日本上映,120.0,2017.0
2862,疯狂的麦克斯3,6.3,http://maoyan.com/films/3084,"动作,科幻,冒险","澳大利亚,美国",美国上映,107.0,1985.0
2863,千机变2之花都大战,5.3,http://maoyan.com/films/231855,"动作,冒险,喜剧",中国香港,中国香港上映,106.0,2004.0
2864,怨灵人偶,3.6,http://maoyan.com/films/78172,"剧情,恐怖,惊悚",中国大陆,大陆上映,84.0,2014.0
2865,97家有喜事,7.3,http://maoyan.com/films/10910,喜剧,中国香港,中国香港上映,90.0,1997.0
